LocAddState,MktName,LocAddSt,LocAddCity,LocAddZip,x1,y1,Location
Indiana,Town Square Farmers Market,Corner of McConnell and Howard Streets,Oxford,47971,-87.24904,40.51967,"Corner of McConnell and Howard Streets
Oxford, Indiana 47971
(40.51967, -87.24904)"
Indiana,Vanderburgh County Farm Bureau Farmers' Market,2nd and Sycamore Streets,Downtown Evansville,47708,-87.57374,37.97172,"2nd and Sycamore Streets
Downtown Evansville, Indiana 47708
(37.97172, -87.57374)"
Indiana,Mt. Vernon Farmers Market,311 College Ave.,Mt. Vernon,47620,-87.89705,37.9314861111,"311 College Ave.
Mt. Vernon, Indiana 47620
(37.9314861111, -87.89705)"
Indiana,The Historic West Main Street Farmer's Market,1936 West Main Street,Fort Wayne,46808,-85.1679055556,41.0787083333,"1936 West Main Street
Fort Wayne, Indiana 46808
(41.0787083333, -85.1679055556)"
Indiana,Clark County Farmers Market,Corner of Chestnut & Locust Streets,Jeffersonville,47130,-85.74207,38.27383,"Corner of Chestnut & Locust Streets
Jeffersonville, Indiana 47130
(38.27383, -85.74207)"
Indiana,Columbus Farmers Market,6th and Washington Street,Columbus,47201,-85.92133,39.21124,"6th and Washington Street
Columbus, Indiana 47201
(39.21124, -85.92133)"
Indiana,Woodlaw Nature Center Harvest Market,604 Woodlawn Avenue,Elkhart,46516,-85.96913,41.70874,"604 Woodlawn Avenue
Elkhart, Indiana 46516
(41.70874, -85.96913)"
Indiana,Elkhart Community Farmers' Market,100 N. Elkhart Ave.,Elkhart,46516,-85.96722,41.69105,"100 N. Elkhart Ave.
Elkhart, Indiana 46516
(41.69105, -85.96722)"
Indiana,Cumberland Farmers Market,"11501 E Washington St., Cumberland, IN 46229-0155",Cumberland,46229,-85.9614555556,39.775825,"11501 E Washington St., Cumberland, IN 46229-0155
Cumberland, Indiana 46229
(39.775825, -85.9614555556)"
Indiana,Shelby County Farmers Market,Public Square,Shelbyville,46176,-85.7767861111,39.5227666667,"Public Square
Shelbyville, Indiana 46176
(39.5227666667, -85.7767861111)"
Indiana,Lafayette Farmers Market at Purdue,Sheetz and Wood Streets,West Lafayette,47906,-86.91181,40.42356,"Sheetz and Wood Streets
West Lafayette, Indiana 47906
(40.42356, -86.91181)"
Indiana,Harvest Market at the Fairgrounds,620 N Apple Street,Greenfield,46140,-85.75653,39.78954,"620 N Apple Street
Greenfield, Indiana 46140
(39.78954, -85.75653)"
Indiana,Scott County Farmer's Market,"Scott County Fair Grounds, Hwy 31 South",Scottsburg,47170,-85.78125,38.67586,"Scott County Fair Grounds, Hwy 31 South
Scottsburg, Indiana 47170
(38.67586, -85.78125)"
Indiana,Crown Point Farmers Market,South Main Street,Crown Point,46307,-87.3646722222,41.4154555556,"South Main Street
Crown Point, Indiana 46307
(41.4154555556, -87.3646722222)"
Indiana,"Purple Porch Cooperative, Inc.",1302 High St.,South Bend,46613,-86.2383,41.66083,"1302 High St.
South Bend, Indiana 46613
(41.66083, -86.2383)"
Indiana,Heart of Rushville's Farmers & Artisans Market,100 East 3rd Street,Rushville,46173,-85.4438888889,39.6096527778,"100 East 3rd Street
Rushville, Indiana 46173
(39.6096527778, -85.4438888889)"
Indiana,English Farmers Market,201 Indiana Ave,English,47118,-86.4432416667,38.3511305556,"201 Indiana Ave
English, Indiana 47118
(38.3511305556, -86.4432416667)"
Indiana,"Brownstown, Indiana Farmer's Market",Walnut St.,Brownstown,47220,-86.05296,38.87943,"Walnut St.
Brownstown, Indiana 47220
(38.87943, -86.05296)"
Iowa,Belmond Area Farmers Market,Corner of 2nd Street NE & 1st Aveene NE,Belmond,50421,-93.6154944444,42.8477944444,"Corner of 2nd Street NE & 1st Aveene NE
Belmond, Iowa 50421
(42.8477944444, -93.6154944444)"
Iowa,Main Street Greenfield's Farmers Market,South side of Courthouse Square,Greenfield,50849,-94.4612666667,41.304925,"South side of Courthouse Square
Greenfield, Iowa 50849
(41.304925, -94.4612666667)"
Iowa,Welcome Center Farmers Market,2931 Monroe Avenue,Missouri Valley,51555,-95.8469555556,41.5835833333,"2931 Monroe Avenue
Missouri Valley, Iowa 51555
(41.5835833333, -95.8469555556)"
Iowa,Baxter Farmers Market,Parking lot of Revolution Cycle,Baxte,55028,,,"Parking lot of Revolution Cycle
Baxte, Iowa 55028
"
Iowa,Marne Farmers Market,63 Washington,Marne,51552,,,"63 Washington
Marne, Iowa 51552
(41.4475436396957, -95.11167536574114)"
Iowa,Everly Farmers Market,"City Park, County Rd. B-24",Everly,513338,,,"City Park, County Rd. B-24
Everly, Iowa 513338
(43.13492864464058, -94.98368049999999)"
Iowa,Buffalo Center Farmers Market,Hwy 9 west of Drivers Choice Restaurant,Buffalo Center,550424,,,"Hwy 9 west of Drivers Choice Restaurant
Buffalo Center, Iowa 550424
(44.992261052040845, -92.8977055)"
Iowa,Farm Fresh Farmers Market,"3302 Agency St.
Dollar General parking lot",Burlington,52601,,,"3302 Agency St. Dollar General parking lot
Burlington, Iowa 52601
(40.81498107195088, -91.14163405136763)"
Iowa,Greene Square Market,"Greene Square Park, 3rd Ave & 5th St. SE",Cedar Rapids,52401,,,"Greene Square Park, 3rd Ave &amp; 5th St. SE
Cedar Rapids, Iowa 52401
(41.97107509535122, -91.65542649999999)"
Iowa,Chester Farmers Market,City Park,,52134,,,"City Park
Iowa 52134
(43.46472924869255, -92.43493)"
Iowa,Correctionville Farm & Fun,"Old High School, 512 5th Street",Correctionville,51016,,,"Old High School, 512 5th Street
Correctionville, Iowa 51016
(42.47984521625851, -95.83514100000001)"
Iowa,Davenport Farmers Market,North Park Mall east entrance,Davenport,52801,,,"North Park Mall east entrance
Davenport, Iowa 52801
(41.52183935603642, -90.57347850000001)"
Iowa,Highland Park Farmers Market,6th Avenue from Euclid to Douglas on west side of street,Des Moines,50313,,,"6th Avenue from Euclid to Douglas on west side of street
Des Moines, Iowa 50313
(41.650247579466566, -93.62781799999999)"
Iowa,Donnellson Farmers Market,Railroad Park on Main Street,Donnellson,52625,,,"Railroad Park on Main Street
Donnellson, Iowa 52625
(40.648308702625656, -91.56921799999999)"
Iowa,Mason Market,"Parking lot west of City Hall, 10 1st St NW",Mason City,50401,,,"Parking lot west of City Hall, 10 1st St NW
Mason City, Iowa 50401
(43.15273684169098, -93.20119623428445)"
Iowa,Tipton Farmers Market Association,North side of Court House,Tipton,52772,,,"North side of Court House
Tipton, Iowa 52772
(41.780047773401535, -91.1907865)"
Iowa,City of West Burlington Open Air Market,"City Hall parking lot, 122 Broadway Street",West Burlington,52655,,,"City Hall parking lot, 122 Broadway Street
West Burlington, Iowa 52655
(40.81060249471825, -91.2206575)"
Iowa,Akron Farmers Market,City Park,Akron,51031,,,"City Park
Akron, Iowa 51031
(42.785819144475454, -96.18295165344071)"
Iowa,Collins Farmers Market,Jefferson’s Restaurant parking lot on Hwy 65,Collins,50055,,,"Jefferson&rsquo;s Restaurant parking lot on Hwy 65
Collins, Iowa 50055
(41.88628755808836, -93.2786615)"
Iowa,Eagle Grove Farmers Market,"Shoppers Supply parking lot, Hwy 17 S",Eagle Grove,50533,,,"Shoppers Supply parking lot, Hwy 17 S
Eagle Grove, Iowa 50533
(42.56269568136152, -93.91180299999999)"
Iowa,Friday Farmers Market I,Schoolhouse Mall on North Street,Marquette,52158,,,"Schoolhouse Mall on North Street
Marquette, Iowa 52158
(43.07042428290566, -91.23602749999999)"
Iowa,Monona Farmers Market,"Gateway Park, 900 S. Main Street",Monona,52159,,,"Gateway Park, 900 S. Main Street
Monona, Iowa 52159
(43.09908127527686, -91.337552)"
Iowa,Pocahontas Farmers Market,Dollar General parking lot on Hwy 3,Pocahontas,50574,,,"Dollar General parking lot on Hwy 3
Pocahontas, Iowa 50574
(42.69641938544214, -94.6888005)"
Iowa,West Glen Farmers Market,Avenue of the Arts in West Glen Town Center,West Des Moines,50266,,,"Avenue of the Arts in West Glen Town Center
West Des Moines, Iowa 50266
(41.55982066627512, -93.78978249999999)"
Iowa,Hillside Farmers Market,2870 Hwy 275,Hamburg,51650,-95.6489944444,40.6305777778,"2870 Hwy 275
Hamburg, Iowa 51650
(40.6305777778, -95.6489944444)"
Iowa,Dubuque Farmers Market,Iowa Street between 11th & 13th Streets,Dubuque,52001,-90.6678055556,42.5048361111,"Iowa Street between 11th & 13th Streets
Dubuque, Iowa 52001
(42.5048361111, -90.6678055556)"
Iowa,Lakes Area Farmers Market,15th Street & Peroria Avenue,Spirit Lake,51360,-95.11302,43.42537,"15th Street & Peroria Avenue
Spirit Lake, Iowa 51360
(43.42537, -95.11302)"
Iowa,Vinton Farmers Market,"Vinton Depot, 612 2nd Avenue",Vinton,52349,-92.0229388889,42.1655527778,"Vinton Depot, 612 2nd Avenue
Vinton, Iowa 52349
(42.1655527778, -92.0229388889)"
Iowa,Greene County Farmers Market,101 N Chestnut Stree,"Jefferson, IA",50129,-94.3736694444,42.0155527778,"101 N Chestnut Stree
Jefferson, IA, Iowa 50129
(42.0155527778, -94.3736694444)"
Iowa,Amana Colonies Farmers Market,4125 V Street,Homestead,52236,-91.8776722222,41.761325,"4125 V Street
Homestead, Iowa 52236
(41.761325, -91.8776722222)"
Iowa,Humboldt Farmers Market,Downtown at 617 Sumner Avenue,Humboldt,50548,-94.2157861111,42.7208888889,"Downtown at 617 Sumner Avenue
Humboldt, Iowa 50548
(42.7208888889, -94.2157861111)"
Iowa,Mount Pleasant Farmers Market,McMillan Park - S. Walnut St.,Mount Pleasant,52641,-91.54701,40.9576,"McMillan Park - S. Walnut St.
Mount Pleasant, Iowa 52641
(40.9576, -91.54701)"
Iowa,Webster City Farmers Market,City Plaza,Webster City,50595,-93.8245055556,42.4695666667,"City Plaza
Webster City, Iowa 50595
(42.4695666667, -93.8245055556)"
Iowa,Anita Farmers Market,"S.E. corner of City Park, E. Main",Anita,50020,-94.7685027778,41.4442333333,"S.E. corner of City Park, E. Main
Anita, Iowa 50020
(41.4442333333, -94.7685027778)"
Iowa,Traer Farmers Market,Corner of Highways 8 & 63,Traer,50675,-92.4656111111,42.1932805556,"Corner of Highways 8 & 63
Traer, Iowa 50675
(42.1932805556, -92.4656111111)"
Iowa,State Center Downtown Farmers Market,100 block of West Main Street,State Center,50247,-93.16434,42.01656,"100 block of West Main Street
State Center, Iowa 50247
(42.01656, -93.16434)"
Iowa,Montrose River Front Farmers Market,201 N First Street,Montrose,52639,-91.41587,40.53401,"201 N First Street
Montrose, Iowa 52639
(40.53401, -91.41587)"
Iowa,Fort Madison Farmers Market,TBD - Avenue G,Fort Madison,52627,-91.3111777778,40.6317833333,"TBD - Avenue G
Fort Madison, Iowa 52627
(40.6317833333, -91.3111777778)"
Iowa,Silver Creek Farmers Market,"Centenial City Park on Main Street, along Wabash Trace Trail",Silver City,51571,-95.6371805556,41.1126277778,"Centenial City Park on Main Street, along Wabash Trace Trail
Silver City, Iowa 51571
(41.1126277778, -95.6371805556)"
Iowa,Cedar Rapids Downtown Farmers Market,"Greene Square Park, 3rd & 4th Ave SE ",Cedar Rapids,52401,-91.66383,41.978,"Greene Square Park, 3rd & 4th Ave SE 
Cedar Rapids, Iowa 52401
(41.978, -91.66383)"
Iowa,Marion Farmers Market,"East End Shopping Center, 2275  7th Avenue",Marion,52302,-91.5762,42.03348,"East End Shopping Center, 2275  7th Avenue
Marion, Iowa 52302
(42.03348, -91.5762)"
Iowa,Central City Mainstreet Farmers Market,"Courtyard Park, South 5th St",Central City,52214,-91.52281,42.20134,"Courtyard Park, South 5th St
Central City, Iowa 52214
(42.20134, -91.52281)"
Iowa,Noelridge Farmers Market,Corner of Collins Road & Council Street NE,Cedar Rapids,52402,-91.6580916667,42.0287333333,"Corner of Collins Road & Council Street NE
Cedar Rapids, Iowa 52402
(42.0287333333, -91.6580916667)"
Iowa,Shellsburg Farmers Market,City Park,Shellsburg,52332,-91.8706972222,42.0928805556,"City Park
Shellsburg, Iowa 52332
(42.0928805556, -91.8706972222)"
Iowa,Vail Farmers Market,City Park on Main Street,Vail,51465,-95.1998,42.06223,"City Park on Main Street
Vail, Iowa 51465
(42.06223, -95.1998)"
Iowa,Orange City Farmers Market,"Windmill Park, center of town",Orange City,50141,-96.06102,43.00565,"Windmill Park, center of town
Orange City, Iowa 50141
(43.00565, -96.06102)"
Iowa,Hawarden Farmers Market,13th and Ave E (Veteren Memorial Drive),Hawarden,51023,-96.4881416667,43.0008805556,"13th and Ave E (Veteren Memorial Drive)
Hawarden, Iowa 51023
(43.0008805556, -96.4881416667)"
Iowa,Manchester Farmers Market,South Tama Street,Manchester,52057,-91.45432,42.484,"South Tama Street
Manchester, Iowa 52057
(42.484, -91.45432)"
Iowa,Davis County Farmers' Market,North side of the Courthouse lawn,Bloomfield,52537,-92.4142916667,40.750825,"North side of the Courthouse lawn
Bloomfield, Iowa 52537
(40.750825, -92.4142916667)"
Iowa,Freight House Farmers Market,421 West River Drive,Davenport,52801,-74.1838138889,41.194125,"421 West River Drive
Davenport, Iowa 52801
(41.194125, -74.1838138889)"
Iowa,Estherville Farmers Market,1226 Central Avenue,Estherville,51334,-94.8286916667,43.4020611111,"1226 Central Avenue
Estherville, Iowa 51334
(43.4020611111, -94.8286916667)"
Iowa,Jasper County Farmers Market,501 W. 3rd St. N.,Newton,50208,-93.0563888889,41.7032083333,"501 W. 3rd St. N.
Newton, Iowa 50208
(41.7032083333, -93.0563888889)"
Iowa,Oskaloosa Farmers Market I,East side of Town Square,Oskaloosa,52577,-92.64187,41.29458,"East side of Town Square
Oskaloosa, Iowa 52577
(41.29458, -92.64187)"
Iowa,Friday Farmers Market ,Triangle Park on Main Street,McGregor,52157,-91.17488,43.02486,"Triangle Park on Main Street
McGregor, Iowa 52157
(43.02486, -91.17488)"
Iowa,Oskaloosa Farmers Market II,"High Ave. W., N. side of Hy-Vee Parking Lot",Oskaloosa,52577,-92.6495083333,41.2951166667,"High Ave. W., N. side of Hy-Vee Parking Lot
Oskaloosa, Iowa 52577
(41.2951166667, -92.6495083333)"
Iowa,Chariton Farmers Market,East side of Chariton Square,Chariton,50049,-93.3082805556,41.0139083333,"East side of Chariton Square
Chariton, Iowa 50049
(41.0139083333, -93.3082805556)"
Iowa,Columbus JunctionFarmers Market,99 Second St.,Columbus Junction,52738,-91.36132,41.28161,"99 Second St.
Columbus Junction, Iowa 52738
(41.28161, -91.36132)"
Iowa,Polk City Farmers Market,Town Square,Polk City,50226,-93.7129611111,41.7713,"Town Square
Polk City, Iowa 50226
(41.7713, -93.7129611111)"
Iowa,Johnston Farmers Market,Corner of NW 62nd Avenue & Merle Hay Road,Johnston,50131,-93.69587,41.67394,"Corner of NW 62nd Avenue & Merle Hay Road
Johnston, Iowa 50131
(41.67394, -93.69587)"
Iowa,Ames Downtown Farmers Market ,Main Street Station  526 Main Street,Ames,50010,-93.6175916667,42.0248527778,"Main Street Station  526 Main Street
Ames, Iowa 50010
(42.0248527778, -93.6175916667)"
Iowa,"Ames Downtown Farmers' Market (inside, year-round)","Main Street Station 526 Main Street, Suite 103",Ames,50010,-93.6175916667,42.0248527778,"Main Street Station 526 Main Street, Suite 103
Ames, Iowa 50010
(42.0248527778, -93.6175916667)"
Iowa,Volga Farmers Market,Volga City Park Highway C2W & Washington Street,Volga,52077,-91.5398,42.80069,"Volga City Park Highway C2W & Washington Street
Volga, Iowa 52077
(42.80069, -91.5398)"
Iowa,Clarion Farmers Market,West side of County Court House,Clarion,50525,-93.73515,42.73308,"West side of County Court House
Clarion, Iowa 50525
(42.73308, -93.73515)"
Iowa,Muscatine Farmers Market I,Wilson True Value parking lot,Muscatine,52761,-91.031175,41.4409388889,"Wilson True Value parking lot
Muscatine, Iowa 52761
(41.4409388889, -91.031175)"
Iowa,Muscatine Farmers Market II,City lot – corner of Sycamore & Mississippi Dr.,Muscatine,52761,-91.0437916667,41.4212472222,"City lot – corner of Sycamore & Mississippi Dr.
Muscatine, Iowa 52761
(41.4212472222, -91.0437916667)"
Iowa,Downtown Farmers Market  sponsored by West Liberty Chamber of Commerce ,"  E. 3rd St.,",West Liberty,52776,-91.2527611111,41.5699972222,"  E. 3rd St.,
West Liberty, Iowa 52776
(41.5699972222, -91.2527611111)"
Iowa,Green Earth Farmers Market,101 Church Street at the Beach,Ottumwa,52501,-92.4153916667,41.0137166667,"101 Church Street at the Beach
Ottumwa, Iowa 52501
(41.0137166667, -92.4153916667)"
Iowa,Creston Farmers' Market,"McKinley Park, between W. Adams & N. Park Sts.",Creston,50801,-94.3828305556,41.0523916667,"McKinley Park, between W. Adams & N. Park Sts.
Creston, Iowa 50801
(41.0523916667, -94.3828305556)"
Iowa,Lone Tree Farmers Market,409 N Devoe,"Lone Tree,",52755,-91.42726,41.49162,"409 N Devoe
Lone Tree,, Iowa 52755
(41.49162, -91.42726)"
Iowa,Boone Farmers Market Association,1815 S Story St.,Boone,50036,-93.8794861111,42.0375944444,"1815 S Story St.
Boone, Iowa 50036
(42.0375944444, -93.8794861111)"
Iowa,Iowa City Farmers Market,East Washington Street,Iowa City,52240,-91.5295694444,41.6602527778,"East Washington Street
Iowa City, Iowa 52240
(41.6602527778, -91.5295694444)"
Iowa,North Liberty Farmers Market,Community Center north parking lot,North Liberty,52317,-91.6060861111,41.7494861111,"Community Center north parking lot
North Liberty, Iowa 52317
(41.7494861111, -91.6060861111)"
Iowa,Uptown Ankeny Farmers Market,Corner of SW 3rd Street & SW Maple Street,Ankeny,50023,-93.60824,41.72963,"Corner of SW 3rd Street & SW Maple Street
Ankeny, Iowa 50023
(41.72963, -93.60824)"
Iowa,Farmers Market at Living History Farms,"Living History Farms, 2600 111th StreetLiving History Farms, 2600  111th Street",Urbandale,50322,-93.7714,41.61621,"Living History Farms, 2600 111th StreetLiving History Farms, 2600  111th Street
Urbandale, Iowa 50322
(41.61621, -93.7714)"
Iowa,Drake Neighborhood Farmers Market,2500 University Avenue,Des Moines,50311,-93.65121,41.59999,"2500 University Avenue
Des Moines, Iowa 50311
(41.59999, -93.65121)"
Iowa,Four Mile Farmers Market,Four Mile Community Center,Des Moines,50317,-93.5420777778,41.6151583333,"Four Mile Community Center
Des Moines, Iowa 50317
(41.6151583333, -93.5420777778)"
Iowa,Rolfe Farmers Market,Downtown Rolfe,Rolfe,50581,-94.5281277778,42.8148333333,"Downtown Rolfe
Rolfe, Iowa 50581
(42.8148333333, -94.5281277778)"
Iowa,Le Mars Area Farmers' Market,"Olson Cultural Event Center, 33 1st Street NE",Le Mars,51031,-96.1155722222,42.7943083333,"Olson Cultural Event Center, 33 1st Street NE
Le Mars, Iowa 51031
(42.7943083333, -96.1155722222)"
Iowa,Griswold Farmers Market,Corner of Hwy 92 & Montgomery Street,Griswold,51535,-95.14143,41.23476,"Corner of Hwy 92 & Montgomery Street
Griswold, Iowa 51535
(41.23476, -95.14143)"
Iowa,Charles City Downtown Farmers Market,Central Park,Chales City,50616,-92.67835,43.06876,"Central Park
Chales City, Iowa 50616
(43.06876, -92.67835)"
Iowa,Allamakee Farmers Market,608 Allamakee Street,Waukon,52172,-91.47423,43.27777,"608 Allamakee Street
Waukon, Iowa 52172
(43.27777, -91.47423)"
Iowa,Atlantic Farmers Market,1200 7th Street E.,Atlantic,50022,-94.9965194444,41.4042833333,"1200 7th Street E.
Atlantic, Iowa 50022
(41.4042833333, -94.9965194444)"
Iowa,8th Avenue City Farmers Market,"Lot #44, 8th Avenue & 2nd St. SE",Cedar Rapids,52401,-91.6963882446,41.9496612549,"Lot #44, 8th Avenue & 2nd St. SE
Cedar Rapids, Iowa 52401
(41.9496612549, -91.6963882446)"
Iowa,Youngville Café Farmers Market II,On Highway 30 east of junction of Highway 218,VanHorn/Newhall area,,-92.027557373,41.9637718201,"On Highway 30 east of junction of Highway 218
VanHorn/Newhall area, Iowa
(41.9637718201, -92.027557373)"
Iowa,Independence Farmers Market,Wapsipinicon Mill,Independence,50644,-91.89652,42.46805,"Wapsipinicon Mill
Independence, Iowa 50644
(42.46805, -91.89652)"
Iowa,Riceville Farmers Market,Hwy 9 by Post Office,Riceville,50466,-92.5560777778,43.363825,"Hwy 9 by Post Office
Riceville, Iowa 50466
(43.363825, -92.5560777778)"
Iowa,Protivin Farmers Market,Main Street,City Park,52163,-92.0909166667,43.2160083333,"Main Street
City Park, Iowa 52163
(43.2160083333, -92.0909166667)"
Iowa,Grundy Farmers Market,"On 7th Street, East of Courthouse",Grundy Center,50638,-92.77757,42.36508,"On 7th Street, East of Courthouse
Grundy Center, Iowa 50638
(42.36508, -92.77757)"
Iowa,Manson Farmers Market,Water Tower Park on 8th Street,Manson,50563,-94.53941,42.52804,"Water Tower Park on 8th Street
Manson, Iowa 50563
(42.52804, -94.53941)"
Iowa,Calhoun County Farmers Market,On the east side of the Courthouse Square,Rockwell City,50579,-94.6341916667,42.3947027778,"On the east side of the Courthouse Square
Rockwell City, Iowa 50579
(42.3947027778, -94.6341916667)"
Iowa,Cedar Falls Farmers Market,South side of Overman Park on 3rd Street,Cedar Falls,50613,-92.4488222222,42.5360444444,"South side of Overman Park on 3rd Street
Cedar Falls, Iowa 50613
(42.5360444444, -92.4488222222)"
Iowa,University Avenue Farmers Market,4000 University Avenue,Waterloo,50701,-92.4045,42.50634,"4000 University Avenue
Waterloo, Iowa 50701
(42.50634, -92.4045)"
Iowa,Des Moines Downtown Farmers Market,Court Avenue between First and Fifth Streets,Des Moines,50309,,,"Court Avenue between First and Fifth Streets
Des Moines, Iowa 50309
(41.586101733504805, -93.62081449999998)"
Iowa,Iowa Falls Farmers Market (River Halls Mall),River Halls Mall,Iowa Falls,50126,-93.2624206543,42.5121536255,"River Halls Mall
Iowa Falls, Iowa 50126
(42.5121536255, -93.2624206543)"
Iowa,Ida Grove Farmers Market,"City Park, Washington Street",Ida Grove,51445,-95.4752120972,42.337020874,"City Park, Washington Street
Ida Grove, Iowa 51445
(42.337020874, -95.4752120972)"
Iowa,Lucas Farmers Market,"Lucas Memorial Park, Junction Highways 65 & 34",Lucas,50151,-90.1786117554,41.8723106384,"Lucas Memorial Park, Junction Highways 65 & 34
Lucas, Iowa 50151
(41.8723106384, -90.1786117554)"
Iowa,Linn Street Farmers Market,203 E. Linn Street,Marshalltown,50158,-92.9096221924,42.0467185974,"203 E. Linn Street
Marshalltown, Iowa 50158
(42.0467185974, -92.9096221924)"
Iowa,Kossuth County Farmers Market,Corner of Dodge & Nebraska Streets,Algona,50511,-94.0956268311,43.3755378723,"Corner of Dodge & Nebraska Streets
Algona, Iowa 50511
(43.3755378723, -94.0956268311)"
Iowa,Cedar County Farmers Market,South of Courthouse on 4th Street,Tipton,52772,-91.1361236572,41.7646560669,"South of Courthouse on 4th Street
Tipton, Iowa 52772
(41.7646560669, -91.1361236572)"
Iowa,Richland Farmers Market,Central Park-downtown Richland on the Square,Richland,52585,-91.8856201172,41.1781539917,"Central Park-downtown Richland on the Square
Richland, Iowa 52585
(41.1781539917, -91.8856201172)"
Iowa,Monroe County Farmers Market,Southeast corner of The Albia Square,Albia,52531,-92.804069519,41.0269737244,"Southeast corner of The Albia Square
Albia, Iowa 52531
(41.0269737244, -92.804069519)"
Iowa,Kanawha Farmers Market,City Park,Kanawha,50447,-93.6143035889,42.8459091187,"City Park
Kanawha, Iowa 50447
(42.8459091187, -93.6143035889)"
Iowa,Paullina Farmers Market,City Park,Paullina,51046,-95.6831512451,42.9612464905,"City Park
Paullina, Iowa 51046
(42.9612464905, -95.6831512451)"
Iowa,Swea City Farmers Market,Reynolds Park,Swea City,50590,-94.3073425293,43.384147644,"Reynolds Park
Swea City, Iowa 50590
(43.384147644, -94.3073425293)"
Iowa,Fonda Farmers Market,City Park on Highway 7,Fonda,50540,,,"City Park on Highway 7
Fonda, Iowa 50540
(42.6028607882012, -94.8163165)"
Iowa,Perry Farmers Market,1st & Willis at Caboose parking lot,Perry,50220,-94.1061325073,41.8385848999,"1st & Willis at Caboose parking lot
Perry, Iowa 50220
(41.8385848999, -94.1061325073)"
Iowa,Capitol Hill Farmers Market,800 E. 12th Street,Des Moines,50316,-93.6031188965,41.5957679749,"800 E. 12th Street
Des Moines, Iowa 50316
(41.5957679749, -93.6031188965)"
Iowa,Paradise Farmers Market,207 N.Main,Leon,50144,-93.5609664917,41.3613815308,"207 N.Main
Leon, Iowa 50144
(41.3613815308, -93.5609664917)"
Iowa,Green Hills Produce & Crafts,Central Park,Corning,50841,-94.7475814819,40.9997596741,"Central Park
Corning, Iowa 50841
(40.9997596741, -94.7475814819)"
Iowa,Audubon Farmers Market,"City Park, east side",Audubon,50025,-94.9374923706,41.7385635376,"City Park, east side
Audubon, Iowa 50025
(41.7385635376, -94.9374923706)"
Iowa,Adel Farmers Market,Courthouse Square,Adel,50830,,,"Courthouse Square
Adel, Iowa 50830
(41.03915953080703, -94.19016049999999)"
Iowa,Colesburg Farmers Market,Delaware Street,Colesburg,52035,-91.4633636475,42.4825515747,"Delaware Street
Colesburg, Iowa 52035
(42.4825515747, -91.4633636475)"
Iowa,Cartwright Pavilion Farmers Market,2nd Avenue & State Street,Marshalltown,50158,-92.9136581421,42.0381584167,"2nd Avenue & State Street
Marshalltown, Iowa 50158
(42.0381584167, -92.9136581421)"
Iowa,Red Oak Farmers Market,North Side of Square,Red Oak,51566,-95.2566375732,41.0162696838,"North Side of Square
Red Oak, Iowa 51566
(41.0162696838, -95.2566375732)"
Iowa,Mechanicsville Farmers Market,Downtown area,Mechanicsville,52306,,,"Downtown area
Mechanicsville, Iowa 52306
(41.88916714160044, -91.27361999999998)"
Iowa,Keokuk Farmers Market,"River City Mall parking lot, Main Street side",Keokuk,52632,-91.3920593262,40.4059104919,"River City Mall parking lot, Main Street side
Keokuk, Iowa 52632
(40.4059104919, -91.3920593262)"
Iowa,Bellevue Area Farmers Market,Gazebo on Riverview Street,Bellevue,52031,-90.4549865723,42.2620048523,"Gazebo on Riverview Street
Bellevue, Iowa 52031
(42.2620048523, -90.4549865723)"
Iowa,Elgin Area Growers Market,City Park,Elgin,52141,-91.6268692017,42.9573364258,"City Park
Elgin, Iowa 52141
(42.9573364258, -91.6268692017)"
Iowa,Guttenberg Farmers Market,400 block of S. River Park Drive,Guttenberg,52052,-91.0959854126,42.78282547,"400 block of S. River Park Drive
Guttenberg, Iowa 52052
(42.78282547, -91.0959854126)"
Iowa,Anamosa Farmers Market,Corner of Scott and Main Streets,Anamosa,52205,-91.2794952393,42.1082763672,"Corner of Scott and Main Streets
Anamosa, Iowa 52205
(42.1082763672, -91.2794952393)"
Iowa,Cedar Valley Farmers Market I,Crossroads Shopping Center,Waterloo,50701,-92.353729248,42.5095024109,"Crossroads Shopping Center
Waterloo, Iowa 50701
(42.5095024109, -92.353729248)"
Iowa,Preston Farmers Market,Twogood Park off Highway 64,Preston,52069,-90.4114685059,42.0585327148,"Twogood Park off Highway 64
Preston, Iowa 52069
(42.0585327148, -90.4114685059)"
Iowa,Osage Farmers Market,Town & Country Plaza,Osage,50461,-92.8139419556,43.2878837585,"Town & Country Plaza
Osage, Iowa 50461
(43.2878837585, -92.8139419556)"
Iowa,St. Ansgar Farmers Market,Corner of 4th & School Streets,St. Ansgar,50472,-92.9204101562,43.3785018921,"Corner of 4th & School Streets
St. Ansgar, Iowa 50472
(43.3785018921, -92.9204101562)"
Iowa,Harpers Ferry Farmers Market,Harpers Ferry Conservation Park,Harpers Ferry,52146,-91.4755706787,43.2694511414,"Harpers Ferry Conservation Park
Harpers Ferry, Iowa 52146
(43.2694511414, -91.4755706787)"
Iowa,Moravia Garden Club Farmers Market,"Gazebo in NE corner of City Park, Downtown",Moravia,52571,-92.8071289062,41.0269889832,"Gazebo in NE corner of City Park, Downtown
Moravia, Iowa 52571
(41.0269889832, -92.8071289062)"
